unluler,tweetler,clean,labels
İlber Ortaylı,DUYURU: İlber Ortaylı adına açılan sahte hesaplardan atılan mesajlara inanmayınız. Ortaylı'nın açıklamaları Hürriyet'te yayınlanacaktır.,duyuru i̇lber ortaylı adına açılan sahte hesaplardan atılan mesalara inanmayınız ortaylının açıklamaları hürriyette yayınlanacaktır,0
İlber Ortaylı,"Eski eserleri korumak ne kuru bir turizm, ne de gösterişle bağdaşacak bir iştir. Beşeriyetin uzun, kültürel macerasına saygı duymak gerekir.",eski eserleri korumak kuru turizm gösterişle bağdaşacak iştir beşeriyetin uzun kültürel macerasına saygı duymak gerekir,0
İlber Ortaylı,"İlber Ortaylı'ya göre Suriyeli sığınmacıların durumu ne olacak?
https://t.co/MXZ7qb9LOL",i̇lber ortaylıya göre suriyeli sığınmacıların durumu olacak mzblol,0
İlber Ortaylı,Mülteci Sorunu (Milliyet Pazar yazısı) https://t.co/dCYRKXWQN2,mülteci sorunu milliyet pazar yazısı dcyrkn,0
İlber Ortaylı,"II. Dünya Savaşı’ndan sonra Türkiye’yi kalkındıran Marshall yardımı değil, Balkanlar'dan gelen teknisyenler ve becerikli tarımcılardır.",ii dünya savaşından türkiyeyi kalkındıran marshall yardımı balkanlardan gelen teknisyenler becerikli tarımcılardır,0
İlber Ortaylı,2 Temmuz Cumartesi. https://t.co/UMB0QY4AN1,temmuz cumartesi umbyan,0
İlber Ortaylı,Terör karşısında örgütlenmeyi ve dik durmayı öğrenmeliyiz. Gidecek yerimiz yok. Burada oturmak ve belayı burada defetmek zorundayız.,terör karşısında örgütlenmeyi dik durmayı öğrenmeliyiz gidecek yerimiz yok oturmak belayı defetmek zorundayız,0
İlber Ortaylı,AB Nereye Gidiyor? (Hürriyet Pazar Yazısı) https://t.co/a1sB1aKnxQ,ab gidiyor hürriyet pazar yazısı asbakn,0
İlber Ortaylı,"Britanya'lı Avrupa ne kadar gider belli değil, Britanya'sız Avrupa'nın ise süngüsü düşer.",britanyalı avrupa gider belli britanyasız avrupanın süngüsü düşer,0
İlber Ortaylı,https://t.co/pv1wbHDYfH,pvbhdyfh,0
İlber Ortaylı,"""İlber Hoca İran'da."" https://t.co/JzFNiihnAd https://t.co/BAmVu0bTbp",i̇lber hoca i̇randa zfniihnad bamvubtbp,0
İlber Ortaylı,"""İlber Hoca ile İran’da"" 
Deniz Bayramoğlu açılımın eşiğindeki İran’ı İlber Ortaylı ile gezecek. CNNTÜRK, 22.30. https://t.co/eyyfN74ItJ",i̇lber hoca i̇randa deniz bayramoğlu açılımın eşiğindeki i̇ranı i̇lber ortaylı gezecek cnntürk eyyfnit,0
İlber Ortaylı,"""450 yıllık külliyenin dibine beton dökülmesi görgüsüzlük, büyük rezalet!""
https://t.co/BxjN99DVS0 https://t.co/MDu9GlbkHL",yıllık külliyenin dibine beton dökülmesi görgüsüzlük büyük rezalet bndvs mduglbkhl,0
İlber Ortaylı,"Mimar Sinan'ın eseri, 450 yıllık Atik Valide Külliyesi'nin dibine apartman inşaatına nasıl izin verilir?! https://t.co/T9WDB52Q9p",mimar sinanın eseri yıllık atik valide külliyesinin dibine apartman inşaatına izin verilir tdbp,0
İlber Ortaylı,https://t.co/Psv0h31DGL https://t.co/57Emlwdvm8,psvhdgl emldvm,0
İlber Ortaylı,Türklerin Tarihi kitabından... https://t.co/lPuEBLFPZO,türklerin tarihi kitabından lpueblfpzo,0
İlber Ortaylı,"Soykırım iddialarının arkasındaki gerçekler
https://t.co/LD9uZXZZ8Z",soykırım iddialarının arkasındaki gerçekler lduzzzz,0
İlber Ortaylı,https://t.co/YslW4GQaEj,yslgae,0
İlber Ortaylı,Almanya mahreçli gruplara şunu söylemek lazım: “Siz kendinize suç ortağı arıyorsunuz. Bunu böyle bilesiniz.”,almanya mahreçli gruplara söylemek lazım kendinize suç ortağı arıyorsunuz bilesiniz,0
İlber Ortaylı,Soykırım suçu son derecede yaralayıcı ve damgalayıcı bir suçtur ki Türkiye tarihinde hiç kimse bunu hak etmiyor.,soykırım suçu derecede yaralayıcı damgalayıcı suçtur türkiye tarihinde kimse hak etmiyor,0
İlber Ortaylı,1915'le ilgili verilecek her karardan hem dedelerimiz hem çocuklarımız hem de onların çocukları etkilenecek.,le ilgili verilecek karardan dedelerimiz çocuklarımız çocukları etkilenecek,0
İlber Ortaylı,Jenosit meselesi https://t.co/O633rb46QA,enosit meselesi orba,0
İlber Ortaylı,Tarafsız Bölge Programı. (İstanbul'un Fethi ve Fatih Sultan Mehmed üzerine) https://t.co/GMGIs7aWN0,tarafsız bölge programı i̇stanbulun fethi fatih sultan mehmed üzerine gmgisan,0
İlber Ortaylı,"Çanakkale Zaferi, İstanbul'un Fethi milli bayramların alternatifi değil. 29 Ekim, 19 Mayıs hele hele 30 Ağustos unutulmaz, unutturulmaz.",çanakkale zaferi i̇stanbulun fethi milli bayramların alternatifi ekim mayıs hele hele ağustos unutulmaz unutturulmaz,0
İlber Ortaylı,Marifet iltifata tabidir evet ama edepsizlik de iltifattan cesaret alır.,marifet iltifata tabidir evet edepsizlik iltifattan cesaret alır,0
İlber Ortaylı,İlber Ortaylı - Halil İnalcık. https://t.co/fJswuIrxnQ,i̇lber ortaylı halil i̇nalcık fsuirn,0
İlber Ortaylı,Rönesans döneminin Doğu-Batı medeniyetine hakim en renkli münevveriydi Fatih Sultan Mehmet. Yunanca okur ve dinlerdi. İtalyanca konuşurdu.,rönesans döneminin doğubatı medeniyetine hakim renkli münevveriydi fatih sultan mehmet yunanca okur dinlerdi i̇talyanca konuşurdu,0
İlber Ortaylı,Şark'ın ve Garb'ın Hükümdarı. Büyük Mareşal. https://t.co/7l1B47k5VE,şarkın garbın hükümdarı büyük mareşal lbkve,0
İlber Ortaylı,"Türk kimliği ve şuuru; filmle, şiirle veya müzikle oluşmuş değil. Doğrudan doğruya kan, ateş ve kavga ile oluşmuştur https://t.co/oWfCyeRP6o",türk kimliği şuuru filmle şiirle müzikle oluşmuş doğrudan doğruya kan ateş kavga oluşmuştur ofcyerpo,0
İlber Ortaylı,"Bol bol kitap okuyun, araştırın. Okumayan insanlar kandırılmaya mahkumdur.",bol bol kitap okuyun araştırın okumayan insanlar kandırılmaya mahkumdur,0
İlber Ortaylı,"“İnsanları yurtlarından söküp atabilirsiniz, fakat yurtlarını kalplerinden asla."" #21Mayıs1864 https://t.co/JsWYCK5GoJ",i̇nsanları yurtlarından söküp atabilirsiniz yurtlarını kalplerinden mayıs syckgo,0
İlber Ortaylı,#21Mayıs1864 | Çerkesler ve Kafkas-Kırım halkları anavatanlarından ölüme sürgün edildiler.,mayıs çerkesler kafkaskırım halkları anavatanlarından ölüme sürgün edildiler,0
İlber Ortaylı,Türkiye'ye tarihi sevdiren adam İlber Ortaylı 69 yaşında... https://t.co/Ssdg87Vfje,türkiyeye tarihi sevdiren adam i̇lber ortaylı yaşında ssdgvfe,0
İlber Ortaylı,"21 Mayıs 1947 tarihinde doğan, Türkiye'ye tarihi sevdiren İlber Ortaylı 69 yaşında... https://t.co/o3qZa1q6Ls",mayıs tarihinde doğan türkiyeye tarihi sevdiren i̇lber ortaylı yaşında ozals,0
İlber Ortaylı,"Tarih son yıllarda genç neslin dağarcığından uzak kalmıştır; fakat Türk Milletinin tarihini bilmeme, öğrenmeme gibi bir lüksü yok.",tarih yıllarda genç neslin dağarcığından uzak kalmıştır türk milletinin tarihini bilmeme öğrenmeme lüksü yok,0
İlber Ortaylı,I. Dünya Harbi’nden sonra hiçbir mağlup millet direniş göstermedi. 19 Mayıs sivillerin ve askerlerin dünyaya büyük bir meydan okumasıdır.,dünya harbinden hiçbir mağlup millet direniş göstermedi mayıs sivillerin askerlerin dünyaya büyük meydan okumasıdır,0
İlber Ortaylı,450 bin Kırım Türk'ü Özbekistan ve Sibirya’ya sürgün edildi. Sürgün edilenlerin yüzde 80’i kadın ve çocuktu.,bin kırım türkü özbekistan sibiryaya sürgün edildi sürgün edilenlerin yüzde kadın çocuktu,0
İlber Ortaylı,"18 Mayıs 1944 | Kırım Türkleri zorla hayvan vagonlarına doldurulup, binlerce yıllık yurtlarından, bilinmedik bir yere doğru yola çıkarıldı.",mayıs kırım türkleri zorla hayvan vagonlarına doldurulup binlerce yıllık yurtlarından bilinmedik yere doğru yola çıkarıldı,0
İlber Ortaylı,"Bandırma, 17 Eylül Üniversitesi https://t.co/nPZnBhROdF",bandırma eylül üniversitesi npznbhrodf,0
İlber Ortaylı,Hatay-Dörtyol https://t.co/Wl1fuoM9kx,hataydörtyol lfuomk,0
İlber Ortaylı,"""Biz Türkler taklit ederiz ama kaybolmayız"" (Hürriyet Pazar Röportajı) https://t.co/Rl9yhoyvPt https://t.co/jF1KsS85hS",türkler taklit ederiz kaybolmayız hürriyet pazar röportaı rlyhoyvpt fksshs,0
İlber Ortaylı,https://t.co/ouU4v27lir,ouuvlir,0
İlber Ortaylı,Yaptığı Atik Valide Külliyesi'ni bu hale getireceğimizi bilseydi Mimar Sinan bize eser bırakır mıydı acaba? Üsküdar. https://t.co/BwrJgTJQY6,yaptığı atik valide külliyesini hale getireceğimizi bilseydi mimar sinan eser bırakır mıydı üsküdar brgty,0
İlber Ortaylı,Beyazıt Camii bahçesinde bir taş. Ecdad kuşlar su içsin diye yapmış. Biz de su sıçratmasın diye çimento dökmüşüz. https://t.co/sQQdlrKSFg,beyazıt camii bahçesinde taş ecdad kuşlar su içsin yapmış su sıçratmasın çimento dökmüşüz sdlrksfg,0
İlber Ortaylı,İngiltere 100 yıl önce 2 büyük tokat yedi Türklerden; 1) Çanakkale'de 2) #Kutülamare'de. İkisini de hiç unutmadılar. https://t.co/bvpVfuaHP7,i̇ngiltere yıl büyük tokat türklerden çanakkalede kutülamarede i̇kisini unutmadılar bvpvfuahp,0
İlber Ortaylı,"#Kutülamare Zaferi (Harp Akademileri Komutanlığı, konferans) https://t.co/HSanWCsj1X",kutülamare zaferi harp akademileri komutanlığı konferans hsancs,0
İlber Ortaylı,29 Nisan 1916 bir imparatorluğun genç komutanlarının Britanya ordusuna itibar kaybettiren bir zafer kazanmasıdır. https://t.co/a5Thl9CsVK,nisan imparatorluğun genç komutanlarının britanya ordusuna itibar kaybettiren zafer kazanmasıdır athlcsvk,0
İlber Ortaylı,"Galatasaray Üniversitesi, 100. Yılında Kut Zaferi. https://t.co/ebCpWWzxoB",galatasaray üniversitesi yılında kut zaferi ebcpzob,0
İlber Ortaylı,100 yıl önce Kut'ta esir alınan İngiliz askerlerinin Türk askerlerinin önünden geçişi. https://t.co/sXSW3NVqAt,yıl kutta esir alınan i̇ngiliz askerlerinin türk askerlerinin önünden geçişi ssnvat,0
İlber Ortaylı,"Mustafa Kemal Üniversitesi, Antakya. https://t.co/AmoGnMkOdg",mustafa kemal üniversitesi antakya amognmkodg,0
İlber Ortaylı,İzmir. Gençlerin kitaba ve tarihlerine merakı gelecek adına umutlandırıyor. https://t.co/FdAz7asmFm,i̇zmir gençlerin kitaba tarihlerine merakı gelecek adına umutlandırıyor fdazasmfm,0
İlber Ortaylı,Cuma günü İngilizlerin en ağır yenilgilerinden Kûtu’l-Amâre Zaferi’nin 100’üncü yılını kutlayacağız. https://t.co/khpIGyTiug,cuma günü i̇ngilizlerin ağır yenilgilerinden kûtulamâre zaferinin üncü yılını kutlayacağız khpigytiug,0
İlber Ortaylı,"İngiltere 100 yıl önce 2 sene içinde 2 büyük tokat yedi Türklerden; 1) Çanakkale'de, 2) Kut'ül Amare'de. İkisini de hiç unutmadılar.",i̇ngiltere yıl sene büyük tokat türklerden çanakkalede kutül amarede i̇kisini unutmadılar,0
İlber Ortaylı,"Bugün hâlâ Kuzey Afrika’da, Cezayir, Tunus'ta pazarda satılan camaltı resimlerde bile İstiklal Harbi komutanlarının portrelerini görürsünüz.",bugün kuzey afrikada cezayir tunusta pazarda satılan camaltı resimlerde i̇stiklal harbi komutanlarının portrelerini görürsünüz,0
İlber Ortaylı,"TBMM'nin 23 Nisan 1920'de kuruluşu, tarihte 1400 yıldan sonra devlet hayatında ilk defa Türk isminin kullanılması anlamına gelir.",tbmmnin nisan kuruluşu tarihte yıldan devlet hayatında ilk defa türk isminin kullanılması anlamına gelir,0
İlber Ortaylı,https://t.co/n5XuEqcjx2,nuec,0
İlber Ortaylı,"""Bir cahil için en iyi şey susmaktır. 
Ne var ki, bunu bilseydi zaten cahil olmazdı."" 
Sâdî Şirazi",cahil iyi susmaktır bilseydi cahil olmazdı sâdî şirazi,0
İlber Ortaylı,Gençlere... https://t.co/0K3KYwoOLS,gençlere kkyools,0
İlber Ortaylı,"""Bizim hayalî bir tarih ve kahramanlar üretmeye değil, yalnızca doğruyu öğrenmeye ihtiyacımız var…” #türklerintarihi https://t.co/qVNXbarLgM",hayalî tarih kahramanlar üretmeye yalnızca doğruyu öğrenmeye ihtiyacımız var… türklerintarihi vnbarlgm,0
İlber Ortaylı,Osmanlı ilk dönem mimarisinin bozulmasını istemeyen Mimar Sinan'ın dokunmadığı Bursa'yı torunları ne hale getirdi. https://t.co/96We1WYTp6,osmanlı ilk dönem mimarisinin bozulmasını istemeyen mimar sinanın dokunmadığı bursayı torunları hale getirdi eytp,0
İlber Ortaylı,"Camilere kuş evleri yapan ecdadın, kuş konmasın diye çivi çakan evladlarıyız. (2. foto Hacı Bayram Veli Camii) https://t.co/5WCUoyWDYl",camilere kuş evleri yapan ecdadın kuş konmasın çivi çakan evladlarıyız foto hacı bayram veli camii cuoydyl,0
İlber Ortaylı,Sene 1979... https://t.co/dK9F4039Jc,sene dkfc,0
İlber Ortaylı,"Ortadoğu dünyasında dört bin yıllık veya bin yıllık bütün eserlerin yağmalanması dahi bir bütün halinde değil, ufak parçalar halinde oluyor.",ortadoğu dünyasında bin yıllık bin yıllık eserlerin yağmalanması dahi halinde ufak parçalar halinde oluyor,0
İlber Ortaylı,IŞİD’in sattığı eski eserleri bulmak için aramaya kaçak mal almakla ünlü Metropolitan Müzesi’nin bodrumlarından başlamak lazım.,işi̇din sattığı eski eserleri bulmak aramaya kaçak mal almakla ünlü metropolitan müzesinin bodrumlarından başlamak lazım,0
İlber Ortaylı,https://t.co/codhWGcw3H,codhgch,0
İlber Ortaylı,"""1810-2015 - Oxford 
İki resim arasında 205 yıllık farkı bulun? Bulamazsınız çünkü yok!Tarihe saygı!"" https://t.co/s1XUdprzJv",oford i̇ki resim arasında yıllık farkı bulun bulamazsınız yoktarihe saygı sudprzv,0
İlber Ortaylı,"""Tarih Nasıl Okunmalı ve Okutulmalı?"" Bugün 19.30'da @AtakentKSM'de, Küçükçekmece. https://t.co/AqAWHdbUmD",tarih okunmalı okutulmalı bugün atakentksmde küçükçekmece aahdbumd,0
İlber Ortaylı,Sorguladığınız ya da merak ettiğiniz her şey hakkında kitap okuyun. Sadece ders kitaplarıyla gerçekleri öğrenemezsiniz.,sorguladığınız merak ettiğiniz hakkında kitap okuyun sadece ders kitaplarıyla gerçekleri öğrenemezsiniz,0
İlber Ortaylı,"Gençlik, üniversite yılları. https://t.co/T0njhWjnjo",gençlik üniversite yılları tnhno,0
İlber Ortaylı,"Türkler olmadan dünya tarihi yazılmaz. Türk etkisi Çin'den başlar; Balkanlar, Ortadoğu ve bütün Avrupa'ya uzanır. https://t.co/Cfnqj1NGjq",türkler olmadan dünya tarihi yazılmaz türk etkisi çinden başlar balkanlar ortadoğu avrupaya uzanır cfnng,0
İlber Ortaylı,Batı henüz hangi dünyanın ve dengesizliğin üzerinde oturduğunun farkında değil. Ortadoğu’da ise mantıksız ve hayalperest talepler var.,batı dünyanın dengesizliğin üzerinde oturduğunun farkında ortadoğuda mantıksız hayalperest talepler,0
İlber Ortaylı,Terörün karşısında insanlar ya birleşirler yahut da herkes herkesin başına geleni sadece seyreder ve bir an gelir ki kendi kapısı çalınır.,terörün karşısında insanlar birleşirler yahut herkesin başına geleni sadece seyreder an gelir kapısı çalınır,0
İlber Ortaylı,Ortadoğu ve Terör (Hürriyet Pazar yazısı) https://t.co/qOF3CEFVST https://t.co/rHzvOnC3e7,ortadoğu terör hürriyet pazar yazısı ofcefvst rhzvonce,0
İlber Ortaylı,"""Hafızası olmayan toplumların nerelere sürükleneceğinin hesabı olamaz.” 

#TürklerinTarihi 2 çıktı. https://t.co/wqc3GkZfs7",hafızası olmayan toplumların nerelere sürükleneceğinin hesabı olamaz türklerintarihi çıktı cgkzfs,0
İlber Ortaylı,Eğitimin kötüsü muhakeme ve zekayı dumura uğratır. https://t.co/gE0t4TQhJM,eğitimin kötüsü muhakeme zekayı dumura uğratır getthm,0
İlber Ortaylı,https://t.co/IWmowsUVZx,imosuvz,0
İlber Ortaylı,"Ankara, Türk Tarih Kurumu. https://t.co/uqTsA6mPGP",ankara türk tarih kurumu utsampgp,0
İlber Ortaylı,https://t.co/hUpuWg7oY9,hupugoy,0
İlber Ortaylı,Tarihte istediğini rahat yapan büyük devlet yoktur. Büyük devlet istemediğini önleyen devlettir.,tarihte istediğini rahat yapan büyük devlet yoktur büyük devlet istemediğini önleyen devlettir,0
İlber Ortaylı,Mazide büyük felaketleri atlatmayı bilen bir halkın çocuklarıyız. https://t.co/0xre5vV3fR,mazide büyük felaketleri atlatmayı bilen halkın çocuklarıyız revvfr,0
İlber Ortaylı,"""Vurulup tertemiz alnından, uzanmış yatıyor,
Bir hilâl uğruna, yâ Rab, ne güneşler batıyor!""
Mehmed Akif Ersoy
#CanakkaleDemek",vurulup tertemiz alnından uzanmış yatıyor hilâl uğruna yâ rab güneşler batıyor mehmed akif ersoy canakkaledemek,0
İlber Ortaylı,"1915'te askerimiz Çanakkale'de sadece o zamanki vatanını ve başkentini değil, bugünkü Türkiye'nin de namusunu kurtarmıştır. #CanakkaleDemek",te askerimiz çanakkalede sadece zamanki vatanını başkentini bugünkü türkiyenin namusunu kurtarmıştır canakkaledemek,0
İlber Ortaylı,"Gençlere. 
Hürriyet röportajından. https://t.co/6xHvcZbjQk",gençlere hürriyet röportaından hvczbk,0
İlber Ortaylı,"İstanbul'u alan değil, bitiren millet.. https://t.co/mdEq2DUKAd",i̇stanbulu alan bitiren millet mdedukad,0
İlber Ortaylı,Azerbaycan. https://t.co/N1NwRjSJgf,azerbaycan nnrsgf,0
İlber Ortaylı,"Bu akşam Habertürk, #teketek 22.00. https://t.co/RjOuOH5Poh",akşam habertürk teketek rouohpoh,0
İlber Ortaylı,Terör karşısında örgütlenmeyi ve dik durmayı öğrenmeliyiz. Gidecek yerimiz yok. Burada oturmak ve belayı burada defetmek zorundayız.,terör karşısında örgütlenmeyi dik durmayı öğrenmeliyiz gidecek yerimiz yok oturmak belayı defetmek zorundayız,0
İlber Ortaylı,"Toplumsal bilincin eridiği, insanların tv karşısında kurudukları, gençlerin ""neresi olursa"" diyerek kaçtıkları bu ülkede Akif’lere muhtacız.",toplumsal bilincin eridiği insanların tv karşısında kurudukları gençlerin neresi olursa diyerek kaçtıkları ülkede akiflere muhtacız,0
İlber Ortaylı,Mehmet Akif inancın verdiği enerjiyle fakir yaşayan ama zengin bir manevi miras bırakan bir neslin önderidir.,mehmet akif inancın verdiği eneriyle fakir yaşayan zengin manevi miras bırakan neslin önderidir,0
İlber Ortaylı,Kitap Önerileri https://t.co/EYWiRPyn9b https://t.co/YvE5NNCeXU,kitap önerileri eyirpynb yvennceu,0
İlber Ortaylı,"""Bilgisiz insanların fantezisi eyleme geçmiş bir cehalettir.""",bilgisiz insanların fantezisi eyleme geçmiş cehalettir,0
İlber Ortaylı,Her rastladığım vatandaş “Muhteşem Yüzyıl'ın tarihi gerçekle ne ilgisi var?” diyor. Tek kelimeyle; yok.,rastladığım vatandaş muhteşem yüzyılın tarihi gerçekle ilgisi diyor tek kelimeyle yok,0
İlber Ortaylı,Sorguladığınız ya da merak ettiğiniz her şey hakkında kitap okuyun. Sadece ders kitaplarıyla gerçekleri öğrenemezsiniz.,sorguladığınız merak ettiğiniz hakkında kitap okuyun sadece ders kitaplarıyla gerçekleri öğrenemezsiniz,0
İlber Ortaylı,"""Hafızası olmayan toplumların nerelere sürükleneceğinin hesabı olamaz.” #TürklerinTarihi https://t.co/zk07Q8s7Yr",hafızası olmayan toplumların nerelere sürükleneceğinin hesabı olamaz türklerintarihi zksyr,0
İlber Ortaylı,Bizim çocuklar niye okumaz? https://t.co/DDGZTiRi5g,çocuklar okumaz ddgztirig,0
İlber Ortaylı,Milli birlikten söz edebilmek için evvela milli nezakete sahip olmak lazım.,milli birlikten söz edebilmek evvela milli nezakete sahip olmak lazım,0
İlber Ortaylı,"Habertürk, 21.00. Konu: Türkiye'de eğitim. #TekeTek https://t.co/SMtPQfsjyC",habertürk konu türkiyede eğitim teketek smtpfsyc,0
İlber Ortaylı,Şehir Üniversitesi https://t.co/2RC2gFrTcS,şehir üniversitesi rcgfrtcs,0
İlber Ortaylı,https://t.co/YcmLuj3mul,ycmlumul,0
İlber Ortaylı,"Bu akşam canlı yayın, 
TekeTek, Habertürk, 22.00. https://t.co/47lBgdRAtw",akşam canlı yayın teketek habertürk lbgdrat,0
İlber Ortaylı,https://t.co/Ae8FPz1TPQ,aefpztp,0
İlber Ortaylı,Türklerin Tarihi kitabından. https://t.co/HZZQDrHDRb,türklerin tarihi kitabından hzzdrhdrb,0
İlber Ortaylı,Sultan Abdülhamid tarihe nasıl maloldu? https://t.co/yG1UHFWOic,sultan abdülhamid tarihe maloldu yguhfoic,0
İlber Ortaylı,Toledo ve Diyarbakır (Milliyet Pazar) https://t.co/LwFCa4PATn,toledo diyarbakır milliyet pazar lfcapatn,0
İlber Ortaylı,Üçkağıtçı müteahhit ve açgözlü politikacılar İspanya’da da çok ama kimse o şehirlerin taşına bile dokunamıyor. Tıpkı İtalya’da olduğu gibi..,üçkağıtçı müteahhit açgözlü politikacılar i̇spanyada kimse şehirlerin taşına dokunamıyor tıpkı i̇talyada olduğu,0
İlber Ortaylı,"Bugün İspanya’nın en orijinal şehirleri Toledo (Tuleytula), Cordova (Kurtuba), Sevilla (İsbiliyye),  Granada (Gırnata). Endülüs'ün mirası...",bugün i̇spanyanın oriinal şehirleri toledo tuleytula cordova kurtuba sevilla i̇sbiliyye granada gırnata endülüsün mirası,0
İlber Ortaylı,"""Pro captu lectoris, habent sua fata libelli."" 
Bir kitabın kaderi okuyucusunun kapasitesine bağlıdır. https://t.co/kHendEG178",pro captu lectoris habent sua fata libelli kitabın kaderi okuyucusunun kapasitesine bağlıdır khendeg,0
İlber Ortaylı,"Bizim insanımız bilirbilmez ya tapar, ya da harcar. Arası yok.",insanımız bilirbilmez tapar harcar arası yok,0
İlber Ortaylı,mehmed âkif ersoy https://t.co/XLYownniQk,mehmed âkif ersoy lyonnik,0
İlber Ortaylı,"Bu akşam canlı yayın, 
TekeTek, Habertürk, 22.00. https://t.co/Cf0XeQb4Y8",akşam canlı yayın teketek habertürk cfeby,0
İlber Ortaylı,https://t.co/7wRS9yAZip,rsyazip,0
İlber Ortaylı,Üniversite gerçeği https://t.co/U3t0PkXBwb,üniversite gerçeği utpkbb,0
İlber Ortaylı,https://t.co/k1g4Ep6cEx,kgepce,0
İlber Ortaylı,"Suriye’de 1.5 milyon Türkmen, Irak’ta 2 milyonu aşkın Türkmen kaderine terk edilmiştir. https://t.co/uy7r0fycdr",suriyede milyon türkmen irakta milyonu aşkın türkmen kaderine terk edilmiştir uyrfycdr,0
İlber Ortaylı,"""En berbat kağıtlara en güzel anları yazarsın, en kötü kalemle."" https://t.co/OkrzBmj8x6",berbat kağıtlara güzel anları yazarsın kötü kalemle okrzbm,0
İlber Ortaylı,"İlber Ortaylı, Fransız İmparatoru Napolyon'u #TekeTek Özel'de anlatıyor
CANLI▶https://t.co/77jJXAiJD0 https://t.co/cv8YjaOrwp",i̇lber ortaylı fransız i̇mparatoru napolyonu teketek özelde anlatıyor canli▶aid cvyaorp,0
İlber Ortaylı,"Herkes kendi talihinin mimarıdır. 
Yaşadıkları, an be an insanı oluşturur ve arkasında bıraktıkları, farkına varmadan önüne geçer.",talihinin mimarıdır yaşadıkları an be an insanı oluşturur arkasında bıraktıkları farkına varmadan önüne geçer,0
İlber Ortaylı,"Zamanın kaybolmuşu yoktur. Yaşanan her şey, müspet, menfi, bizi inşa eder. Yalnız bizi değil, bizden sonraki kuşakları da...",zamanın kaybolmuşu yoktur yaşanan müspet menfi inşa eder yalnız bizden sonraki kuşakları,0
İlber Ortaylı,"Bu akşam canlı yayın, 
TekeTek, Habertürk, 22.00. https://t.co/tlVfPpMZ62",akşam canlı yayın teketek habertürk tlvfppmz,0
İlber Ortaylı,Bu tatsız uygulamaya hemen son verilmeli! Kağıt toplayıcıların ekmeğiyle oynamayın. https://t.co/u05t3wQDDX https://t.co/dpKqXr51Qy,tatsız uygulamaya hemen verilmeli kağıt toplayıcıların ekmeğiyle oynamayın utdd dpkry,0
İlber Ortaylı,"İyi eğitim görmüş, candan bir dostu, mütevazı bir işadamını kaybettik. https://t.co/grhHad4k8J",i̇yi eğitim görmüş candan dostu mütevazı işadamını kaybettik grhhadk,0
İlber Ortaylı,Sorguladığınız ya da merak ettiğiniz her şey hakkında kitap okuyun. Sadece ders kitaplarıyla gerçekleri öğrenemezsiniz.,sorguladığınız merak ettiğiniz hakkında kitap okuyun sadece ders kitaplarıyla gerçekleri öğrenemezsiniz,0
İlber Ortaylı,"Gençler, hem gezmeyi hem de okumayı ihmal etmeyin. ""Bilmek"" için ikisi de lazım.",gençler gezmeyi okumayı ihmal etmeyin bilmek ikisi lazım,0
İlber Ortaylı,"Dâhi adam Atatürk, o zamanın çulsuz Türkiyesi'nde Dil-Tarih'i kurdu. İstedi ki Türk çocukları uzman olsun, tarihlerini kendileri yazsın.",dâhi adam atatürk zamanın çulsuz türkiyesinde diltarihi kurdu i̇stedi türk çocukları uzman olsun tarihlerini kendileri yazsın,0
İlber Ortaylı,Tarihimizin Roma-Yunan kültürünü en iyi bilen ve bu medeniyeti 15. asırdan 16. asra taşıyan siması hiç şüphesiz Fatih Sultan Mehmet Han'dır.,tarihimizin romayunan kültürünü iyi bilen medeniyeti asırdan asra taşıyan siması şüphesiz fatih sultan mehmet handır,0
İlber Ortaylı,Avrupa'da reform hareketleri... İlber Ortaylı anlatıyor #TekeTek YAYINDA▶https://t.co/77jJXAiJD0 https://t.co/Kb8wrON32D,avrupada reform hareketleri i̇lber ortaylı anlatıyor teketek yayinda▶aid kbrond,0
İlber Ortaylı,"Bu akşam, Konya. https://t.co/h2QUsUy9Rz",akşam konya husuyrz,0
İlber Ortaylı,"Kanal D, @gencbakiskanald",kanal gencbakiskanald,0
İlber Ortaylı,"Bu akşam 
23.00, Habertürk. Teketek
01.00, Kanal D. Genç Bakış.",akşam habertürk teketek kanal genç bakış,0
İlber Ortaylı,"Bu akşam canlı yayın, 
TekeTek, Habertürk, 23.00. https://t.co/EDCJ42lO3Y",akşam canlı yayın teketek habertürk edcloy,0
İlber Ortaylı,"""Osmanlı Orta Doğu'yu nasıl yönetti?"" İlber Ortaylı'nın konuk olacağı #gençbakış bu gece 01.00'de Kanal D'de. https://t.co/qV8LuqwbTd",osmanlı orta doğuyu yönetti i̇lber ortaylının konuk olacağı gençbakış gece kanal dde vlubtd,0
İlber Ortaylı,"Çarşamba, @gencbakiskanald 
Konu: Osmanlı'dan Günümüze Ortadoğu.",çarşamba gencbakiskanald konu osmanlıdan günümüze ortadoğu,0
İlber Ortaylı,https://t.co/ege9HQXEs7,egehes,0
İlber Ortaylı,Terör karşısında örgütlenmeyi ve dik durmayı öğrenmeliyiz. Gidecek yerimiz yok. Burada oturmak ve belayı burada defetmek zorundayız.,terör karşısında örgütlenmeyi dik durmayı öğrenmeliyiz gidecek yerimiz yok oturmak belayı defetmek zorundayız,0
